Customer_ID,Gender,Region,Subscription_Plan,Payment_Method,Age,Days_Since_Last_Login,Customer_Service_Calls,Monthly_Spend,Churn
12526,Male,East,Pro,Crypto,39.0,50,2.0,0.0,1
12527,Male,East,Pro,Paypal,26.0,106,3.0,59.25,1
12528,Unknown,South,Plus,E-wallet,,4,3.0,125.9,1
12529,Male,East,Plus,E-wallet,33.0,165,0.0,212.85,0
12530,Unknown,West,Pro,E-wallet,21.0,5,2.0,119.58,1
12531,Female,East,Pro,Paypal,50.0,178,1.0,104.25,1
12532,Non-Binary,West,Basic,Credit card,,141,0.0,28.2,1
12533,Male,East,Basic,Crypto,29.0,175,4.0,52.07,1
12534,Male,North,Plus,Crypto,20.0,11,1.0,149.55,0
12535,Female,South,Plus,Paypal,37.0,113,2.0,197.74,1
12536,Non-Binary,North,Plus,Credit card,29.0,179,1.0,123.84,1
12537,Female,South,Basic,Paypal,45.0,113,2.0,0.0,1
12538,Male,West,Plus,E-wallet,26.0,67,0.0,157.2,1
12539,Female,South,Plus,E-wallet,39.0,106,3.0,170.23,1
12540,Female,East,Basic,Crypto,35.0,58,2.0,,1
12541,Female,East,Pro,Crypto,27.0,17,0.0,52.13,1
12542,Female,North,Pro,Crypto,36.0,30,2.0,83.31,1
12543,Non-Binary,South,Pro,,42.0,34,2.0,,1
12544,Female,West,Plus,E-wallet,34.0,3,2.0,133.33,1
12545,Male,West,Basic,E-wallet,34.0,8,1.0,52.75,1
12546,Female,East,Pro,Credit card,25.0,108,2.0,44.53,1
12547,Male,West,Pro,Crypto,45.0,142,2.0,80.05,1
12548,Female,East,Basic,Paypal,44.0,41,3.0,45.68,1
12549,Female,East,Plus,Credit card,29.0,84,2.0,175.8,0
12550,Male,East,Pro,Credit card,32.0,95,2.0,94.1,1
12551,Male,North,Basic,E-wallet,48.0,111,4.0,0.0,1
12552,Male,North,Basic,Crypto,22.0,31,3.0,72.55,1
12553,Non-Binary,East,Basic,Credit card,40.0,79,3.0,28.21,0
12554,Unknown,East,Pro,Crypto,28.0,44,1.0,23.67,1
12555,Male,East,Plus,E-wallet,51.0,4,0.0,113.75,0
12556,Unknown,West,Basic,Credit card,34.0,158,4.0,0.0,1
12557,Female,East,Basic,Credit card,46.0,152,1.0,,1
12558,Male,East,Basic,,26.0,0,5.0,,1
12559,Male,South,Pro,E-wallet,21.0,60,1.0,0.0,1
12560,Female,South,Plus,Paypal,31.0,66,3.0,192.68,1
12561,Female,South,Pro,E-wallet,36.0,66,2.0,135.28,1
12562,Female,South,Pro,Paypal,28.0,169,1.0,127.7,1
12563,Male,East,Pro,E-wallet,41.0,95,1.0,33.81,0
12564,Male,South,Basic,E-wallet,31.0,93,0.0,54.48,1
12565,Female,West,Pro,Credit card,13.0,58,3.0,126.59,1
12566,Male,West,Pro,Paypal,39.0,177,3.0,165.8,0
12567,Male,South,Pro,Paypal,25.0,33,2.0,32.6,0
12568,Male,North,Plus,,30.0,111,1.0,188.74,1
12569,Non-Binary,West,Pro,Credit card,49.0,67,1.0,71.94,1
12570,Unknown,West,Pro,Crypto,51.0,141,0.0,103.9,1
12571,Female,South,Plus,E-wallet,28.0,159,0.0,138.87,1
12572,Unknown,South,Plus,Paypal,39.0,106,2.0,174.26,1
12573,Male,East,Pro,E-wallet,28.0,80,2.0,165.03,1
12574,Female,West,Basic,Credit card,31.0,7,0.0,0.0,0
12575,Male,South,Basic,E-wallet,27.0,162,2.0,0.0,1
12576,Female,South,Pro,Credit card,16.0,23,0.0,58.42,1
12577,Unknown,East,Basic,,34.0,2,0.0,52.97,0
12578,Female,West,Basic,Paypal,36.0,80,4.0,51.52,1
12579,Male,South,Basic,,27.0,35,2.0,0.0,0
12580,Female,East,Pro,E-wallet,44.0,178,1.0,76.44,1
12581,Male,South,Pro,Credit card,29.0,103,0.0,107.63,1
12582,Non-Binary,North,Basic,Credit card,,80,0.0,41.85,0
12583,Female,North,Basic,Crypto,39.0,58,0.0,40.94,1
12584,Female,South,Pro,Paypal,18.0,93,2.0,,1
12585,Female,West,Basic,Credit card,43.0,21,1.0,20.87,1
12586,Female,North,Basic,Credit card,,164,1.0,45.3,1
12587,Male,East,Pro,E-wallet,43.0,125,4.0,44.96,1
12588,Female,South,Pro,Credit card,46.0,11,4.0,144.14,1
12589,Male,East,Basic,Credit card,40.0,148,5.0,0.0,1
12590,Female,North,Pro,Paypal,25.0,142,2.0,62.31,1
12591,Non-Binary,West,Basic,Paypal,21.0,11,3.0,30.97,1
12592,Non-Binary,East,Pro,E-wallet,19.0,85,2.0,67.68,1
12593,Female,North,Basic,Credit card,45.0,102,2.0,49.08,1
12594,Female,North,Basic,Credit card,32.0,55,2.0,0.0,0
12595,Male,North,Pro,Credit card,28.0,105,1.0,12.82,0
12596,Female,East,Pro,Crypto,,143,5.0,47.82,1
12597,Male,North,Basic,Crypto,44.0,32,1.0,75.64,1
12598,Female,South,Basic,E-wallet,41.0,116,3.0,0.0,1
12599,Male,North,Plus,Crypto,,170,0.0,179.45,1
12600,Male,South,Pro,E-wallet,40.0,48,2.0,123.37,0
12601,Female,West,Basic,Credit card,35.0,77,2.0,36.58,0
12602,Male,South,Pro,Crypto,37.0,17,2.0,46.76,0
12603,Female,West,Basic,Paypal,36.0,143,0.0,0.21,1
12604,Male,West,Pro,Crypto,33.0,167,2.0,127.4,1
12605,Male,South,Basic,Credit card,41.0,106,0.0,27.26,1
12606,Female,West,Basic,,37.0,89,2.0,35.18,0
12607,Male,South,Basic,E-wallet,25.0,78,1.0,25.45,0
12608,Male,East,Basic,Credit card,,99,3.0,36.52,1
12609,Female,West,Basic,Paypal,36.0,154,2.0,35.16,1
12610,Male,South,Basic,Crypto,40.0,117,2.0,67.44,1
12611,Non-Binary,West,Basic,E-wallet,32.0,119,2.0,7.83,1
12612,Male,North,Basic,Crypto,42.0,126,0.0,0.0,1
12613,Male,South,Pro,Paypal,33.0,80,1.0,84.53,1
12614,Female,North,Basic,Paypal,41.0,141,3.0,25.44,1
12615,Male,West,Pro,Credit card,29.0,154,3.0,85.44,1
12616,Male,West,Basic,E-wallet,30.0,53,0.0,107.82,0
12617,Male,East,Basic,,40.0,87,3.0,2.87,1
12618,Male,South,Pro,Paypal,30.0,167,1.0,117.93,1
12619,Non-Binary,North,Plus,Credit card,56.0,172,0.0,145.74,0
12620,Male,East,Basic,Paypal,39.0,98,0.0,56.82,0
12621,Female,West,Basic,Paypal,34.0,67,2.0,35.65,1
12622,Non-Binary,West,Pro,,42.0,167,1.0,103.15,1
12623,Female,East,Plus,Crypto,29.0,40,2.0,184.02,0
12624,Unknown,North,Plus,Crypto,43.0,0,1.0,133.62,0
12625,Male,West,Basic,E-wallet,,8,1.0,0.0,0
12626,Unknown,West,Basic,Credit card,46.0,74,2.0,66.02,0
12627,Male,South,Pro,,29.0,79,4.0,0.0,1
12628,Female,East,Pro,Credit card,21.0,92,1.0,58.27,0
12629,Female,West,Pro,E-wallet,,142,4.0,44.22,1
12630,Male,North,Plus,Credit card,31.0,58,3.0,195.09,1
12631,Female,South,Pro,,50.0,9,1.0,150.44,0
12632,Female,East,Basic,Paypal,55.0,176,1.0,33.09,1
12633,Male,North,Basic,,37.0,138,3.0,,1
12634,Male,West,Pro,E-wallet,34.0,29,4.0,54.75,0
12635,Female,East,Basic,Paypal,,22,2.0,44.12,0
12636,Female,East,Basic,E-wallet,42.0,21,2.0,0.0,1
12637,Unknown,North,Basic,Crypto,55.0,178,2.0,0.0,1
12638,Female,East,Basic,Paypal,51.0,41,1.0,0.0,0
12639,Unknown,North,Basic,E-wallet,45.0,28,1.0,11.38,1
12640,Female,West,Plus,E-wallet,45.0,172,3.0,73.07,1
12641,Male,South,Basic,Crypto,42.0,160,3.0,97.06,1
12642,Male,North,Pro,E-wallet,,166,3.0,58.48,1
12643,Female,South,Basic,Credit card,26.0,64,1.0,0.0,0
12644,Female,East,Basic,Paypal,33.0,177,8.0,58.98,1
12645,Male,North,Plus,Credit card,38.0,111,2.0,103.08,1
12646,Male,West,Plus,Crypto,19.0,85,2.0,143.56,1
12647,Unknown,North,Basic,Credit card,32.0,47,1.0,38.57,1
12648,Female,North,Pro,,25.0,36,0.0,46.09,0
12649,Female,North,Basic,Crypto,,85,2.0,24.42,0
12650,Female,South,Plus,Crypto,28.0,160,1.0,179.64,1
12651,Male,South,Basic,Credit card,37.0,133,2.0,9.65,1
12652,Male,East,Basic,Crypto,26.0,90,2.0,107.28,1
12653,Male,East,Pro,Credit card,49.0,69,3.0,,1
12654,Male,East,Plus,Credit card,16.0,54,3.0,159.12,1
12655,Female,East,Basic,Credit card,38.0,171,0.0,22.83,1
12656,Female,North,Pro,Crypto,21.0,49,1.0,84.37,1
12657,Non-Binary,South,Basic,Crypto,28.0,53,3.0,8.26,1
12658,Non-Binary,South,Plus,Paypal,,104,0.0,208.36,0
12659,Male,South,Basic,Credit card,36.0,15,3.0,84.2,1
12660,Female,South,Plus,Credit card,36.0,127,2.0,183.29,0
12661,Female,East,Basic,Credit card,35.0,46,4.0,30.73,0
12662,Non-Binary,North,Basic,Credit card,27.0,129,1.0,11.04,1
12663,Male,South,Plus,Credit card,32.0,164,0.0,141.6,1
12664,Female,West,Plus,Credit card,,92,2.0,,1
12665,Female,North,Pro,Credit card,35.0,22,2.0,70.6,1
12666,Male,West,Basic,Paypal,,140,2.0,0.0,1
12667,Male,North,Pro,Paypal,41.0,114,1.0,147.63,1
12668,Female,North,Pro,E-wallet,34.0,64,2.0,25.04,1
12669,Female,North,Pro,Credit card,36.0,47,1.0,41.47,0
12670,Male,West,Pro,Credit card,,6,3.0,81.36,1
12671,Female,South,Basic,,23.0,158,1.0,28.66,1
12672,Male,South,Pro,Paypal,,172,2.0,82.63,1
12673,Female,West,Pro,Credit card,46.0,55,0.0,91.56,0
12674,Male,South,Basic,Credit card,38.0,21,0.0,2.77,1
12675,Non-Binary,East,Pro,Paypal,25.0,62,3.0,20.17,1
12676,Male,South,Pro,Paypal,42.0,79,2.0,70.33,1
12677,Male,East,Pro,E-wallet,30.0,27,0.0,37.55,1
12678,Male,East,Basic,E-wallet,41.0,171,1.0,,1
12679,Male,East,Pro,Credit card,30.0,102,2.0,62.26,0
12680,Female,West,Basic,Paypal,37.0,141,1.0,21.03,1
12681,Male,South,Pro,E-wallet,28.0,84,6.0,139.97,1
12682,Non-Binary,South,Pro,Credit card,29.0,146,2.0,93.72,1
12683,Male,West,Pro,E-wallet,18.0,76,4.0,52.16,0
12684,Male,West,Basic,E-wallet,39.0,1,5.0,17.5,1
12685,Male,South,Pro,E-wallet,37.0,50,4.0,,0
12686,Male,West,Plus,Crypto,38.0,77,2.0,184.81,1
12687,Male,West,Basic,Credit card,,161,1.0,29.77,0
12688,Female,East,Plus,E-wallet,26.0,81,1.0,124.49,1
12689,Female,West,Pro,Credit card,43.0,50,3.0,131.04,0
12690,Female,East,Pro,Credit card,43.0,146,2.0,37.86,1
12691,Female,North,Basic,Paypal,26.0,163,5.0,52.93,1
12692,Female,East,Basic,Credit card,39.0,117,2.0,41.71,1
12693,Male,East,Plus,E-wallet,42.0,153,3.0,156.42,1
12694,Female,West,Basic,Credit card,29.0,162,2.0,0.0,1
12695,Unknown,South,Basic,Paypal,31.0,62,2.0,0.0,1
12696,Female,North,Pro,Crypto,39.0,103,1.0,,1
12697,Female,North,Basic,Crypto,18.0,131,2.0,45.13,1
12698,Male,North,Pro,,23.0,84,3.0,101.59,1
12699,Female,South,Pro,E-wallet,24.0,2,3.0,146.15,1
12700,Female,North,Plus,E-wallet,16.0,4,0.0,161.7,1
12701,Female,North,Pro,E-wallet,44.0,156,3.0,87.04,1
12702,Unknown,South,Basic,Credit card,14.0,118,3.0,1.98,1
12703,Male,North,Basic,Crypto,37.0,18,2.0,14.88,0
12704,Male,West,Pro,,42.0,114,3.0,85.1,1
12705,Female,West,Basic,Crypto,,144,3.0,96.54,1
12706,Non-Binary,East,Plus,Paypal,27.0,33,1.0,173.9,1
12707,Male,East,Pro,Crypto,36.0,19,2.0,68.49,0
12708,Male,East,Basic,E-wallet,34.0,155,3.0,2.24,1
12709,Male,West,Plus,Crypto,44.0,72,1.0,73.14,1
12710,Male,West,Basic,Paypal,7.0,137,1.0,,1
12711,Female,West,Basic,Crypto,24.0,148,4.0,15.35,1
12712,Female,East,Pro,Credit card,39.0,115,3.0,85.09,1
12713,Male,East,Plus,Paypal,34.0,3,3.0,125.12,0
12714,Male,East,Pro,Credit card,41.0,21,2.0,129.99,0
12715,Male,East,Basic,Credit card,36.0,70,2.0,61.27,1
12716,Male,East,Basic,E-wallet,32.0,11,1.0,47.76,0
12717,Female,East,Basic,E-wallet,30.0,138,1.0,74.49,1
12718,Unknown,West,Basic,,57.0,149,0.0,78.47,1
12719,Non-Binary,South,Basic,,49.0,156,1.0,9.72,0
12720,Male,South,Pro,Crypto,38.0,60,3.0,65.62,1
12721,Non-Binary,East,Plus,Paypal,34.0,26,2.0,155.79,1
12722,Female,South,Basic,E-wallet,39.0,174,1.0,13.8,1
12723,Female,South,Basic,E-wallet,42.0,83,1.0,0.0,1
12724,Female,West,Plus,Crypto,38.0,141,0.0,178.06,1
12725,Male,East,Pro,Credit card,26.0,6,1.0,85.91,1
12726,Male,East,Plus,,51.0,142,3.0,205.51,0
12727,Male,South,Basic,Credit card,36.0,173,1.0,0.0,1
12728,Male,East,Basic,E-wallet,54.0,155,4.0,64.4,1
12729,Male,East,Pro,Credit card,35.0,170,3.0,168.74,1
12730,Female,East,Pro,Credit card,31.0,9,3.0,52.15,1
12731,Female,East,Basic,E-wallet,,178,2.0,7.76,1
12732,Female,South,Pro,Paypal,37.0,2,1.0,92.75,1
12733,Male,North,Basic,Crypto,35.0,102,3.0,48.45,1
12734,Unknown,South,Basic,E-wallet,21.0,43,1.0,0.0,1
12735,Unknown,West,Pro,Crypto,40.0,53,1.0,119.71,1
12736,Female,North,Basic,Crypto,29.0,161,0.0,0.0,1
12737,Unknown,North,Pro,Credit card,29.0,88,6.0,117.58,1
12738,Female,North,Basic,E-wallet,29.0,24,2.0,0.0,1
12739,Unknown,South,Basic,,38.0,69,3.0,1.79,0
12740,Male,West,Basic,Crypto,18.0,44,2.0,68.18,0
12741,Male,South,Basic,Crypto,31.0,67,2.0,2.9,1
12742,Male,West,Basic,Paypal,43.0,25,2.0,72.47,0
12743,Male,South,Pro,Crypto,21.0,25,5.0,86.02,1
12744,Male,South,Plus,E-wallet,35.0,153,3.0,164.18,1
12745,Female,South,Basic,Paypal,,111,1.0,11.05,1
12746,Female,North,Basic,E-wallet,29.0,91,1.0,0.0,1
12747,Female,South,Plus,Paypal,50.0,129,1.0,231.96,1
12748,Male,West,Basic,Crypto,17.0,40,2.0,34.01,1
12749,Non-Binary,West,Basic,,41.0,172,1.0,0.0,1
12750,Female,West,Basic,E-wallet,29.0,13,2.0,53.24,1
12751,Male,North,Pro,Paypal,28.0,164,1.0,25.14,1
12752,Female,South,Basic,Crypto,22.0,129,5.0,24.94,1
12753,Male,South,Pro,Credit card,,4,2.0,,1
12754,Male,East,Basic,Crypto,32.0,101,1.0,0.0,1
12755,Unknown,North,Basic,Crypto,30.0,129,2.0,36.04,1
12756,Male,West,Basic,Credit card,35.0,128,2.0,38.36,1
12757,Female,West,Pro,Paypal,32.0,175,7.0,33.17,1
12758,Non-Binary,South,Pro,Crypto,13.0,21,6.0,90.03,1
12759,Female,West,Basic,Credit card,,40,0.0,0.0,0
12760,Male,South,Basic,E-wallet,42.0,152,2.0,74.62,1
12761,Male,South,Pro,Credit card,18.0,45,1.0,85.39,0
12762,Male,East,Plus,Crypto,23.0,93,2.0,159.03,0
12763,Female,North,Basic,E-wallet,29.0,8,0.0,0.0,1
12764,Female,South,Pro,Crypto,26.0,100,4.0,54.11,1
12765,Male,South,Basic,Credit card,33.0,46,1.0,63.42,1
12766,Unknown,South,Basic,E-wallet,23.0,73,1.0,44.74,0
12767,Female,East,Basic,Crypto,,2,2.0,67.14,1
12768,Male,South,Pro,Credit card,33.0,7,4.0,55.84,0
12769,Female,North,Basic,E-wallet,40.0,152,1.0,20.82,1
12770,Female,North,Plus,Crypto,46.0,35,4.0,172.26,1
12771,Male,West,Pro,Credit card,31.0,42,2.0,75.89,1
12772,Male,North,Plus,Crypto,52.0,177,3.0,177.53,1
12773,Non-Binary,West,Basic,Crypto,32.0,62,1.0,5.91,1
12774,Female,North,Basic,Crypto,42.0,161,1.0,0.0,1
12775,Female,West,Plus,Paypal,53.0,137,1.0,175.65,1
12776,Female,South,Pro,Crypto,35.0,26,1.0,26.38,0
12777,Male,East,Plus,E-wallet,20.0,88,3.0,241.6,1
12778,Male,East,Basic,Credit card,34.0,12,0.0,16.92,0
12779,Female,East,Basic,,27.0,50,2.0,13.89,0
12780,Male,South,Pro,Paypal,31.0,67,0.0,93.64,0
12781,Male,East,Basic,Paypal,53.0,123,1.0,46.39,1
12782,Non-Binary,North,Pro,Paypal,21.0,143,2.0,65.41,1
12783,Unknown,West,Basic,Crypto,,139,4.0,37.74,1
12784,Female,South,Basic,Crypto,,24,1.0,8.85,1
12785,Non-Binary,East,Basic,E-wallet,30.0,176,1.0,78.91,1
12786,Male,North,Basic,Credit card,41.0,143,1.0,,1
12787,Unknown,North,Basic,,37.0,102,1.0,9.41,0
12788,Male,South,Pro,Crypto,31.0,1,0.0,68.4,1
12789,Unknown,South,Basic,Credit card,27.0,72,3.0,7.02,1
12790,Unknown,East,Basic,Crypto,37.0,122,2.0,27.48,1
12791,Female,West,Plus,Paypal,51.0,126,2.0,179.34,0
12792,Unknown,East,Basic,Crypto,24.0,76,3.0,56.79,1
12793,Female,East,Basic,E-wallet,53.0,77,1.0,34.96,1
12794,Male,South,Pro,Crypto,45.0,75,2.0,93.14,0
12795,Female,East,Plus,Crypto,,162,2.0,156.84,1
12796,Female,East,Basic,Credit card,37.0,149,2.0,67.36,1
12797,Male,West,Basic,Crypto,45.0,47,1.0,16.76,1
12798,Female,North,Pro,E-wallet,23.0,113,2.0,162.43,0
12799,Unknown,North,Basic,Crypto,27.0,63,2.0,84.44,1
12800,Male,West,Pro,Crypto,41.0,149,0.0,73.62,1
12801,Female,North,Plus,Paypal,36.0,72,0.0,156.18,0
12802,Unknown,East,Plus,,32.0,46,6.0,39.34,1
12803,Unknown,West,Basic,Crypto,8.0,39,2.0,0.0,1
12804,Unknown,West,Basic,Crypto,29.0,105,2.0,12.1,1
12805,Female,South,Plus,E-wallet,22.0,117,0.0,143.25,1
12806,Unknown,North,Basic,Credit card,38.0,2,1.0,50.92,1
12807,Female,South,Basic,Paypal,32.0,94,1.0,60.81,1
12808,Male,East,Pro,Paypal,27.0,100,0.0,19.16,1
12809,Female,West,Basic,Crypto,60.0,133,1.0,0.0,1
12810,Female,East,Basic,Crypto,44.0,141,3.0,0.0,1
12811,Male,North,Plus,Credit card,44.0,82,5.0,103.55,1
12812,Female,South,Basic,Crypto,56.0,81,2.0,28.96,1
12813,Female,North,Basic,E-wallet,,120,1.0,67.94,1
12814,Male,East,Basic,Credit card,26.0,134,2.0,81.61,1
12815,Female,South,Pro,Crypto,25.0,156,1.0,132.39,1
12816,Female,North,Basic,Credit card,43.0,2,2.0,0.0,1
12817,Female,East,Basic,Paypal,13.0,12,3.0,10.98,1
12818,Male,North,Pro,Crypto,33.0,163,2.0,92.24,1
12819,Male,West,Plus,Credit card,12.0,104,1.0,190.45,1
12820,Male,South,Basic,Credit card,34.0,88,5.0,0.0,1
12821,Unknown,South,Plus,Crypto,42.0,91,1.0,129.06,1
12822,Male,South,Basic,Credit card,36.0,165,0.0,88.39,1
12823,Female,West,Pro,Crypto,43.0,74,3.0,81.29,1
12824,Male,South,Basic,Crypto,53.0,59,2.0,85.18,1
12825,Male,West,Basic,E-wallet,32.0,125,1.0,57.03,0
12826,Non-Binary,South,Pro,E-wallet,62.0,72,2.0,61.0,1
12827,Female,North,Basic,Credit card,36.0,21,4.0,51.12,1
12828,Male,North,Basic,Credit card,43.0,148,1.0,73.56,1
12829,Female,North,Basic,Credit card,27.0,122,1.0,15.47,1
12830,Male,North,Pro,Paypal,50.0,32,2.0,-10.0,1
12831,Female,West,Basic,Crypto,44.0,3,1.0,0.0,1
12832,Female,East,Basic,Crypto,48.0,171,3.0,64.44,1
12833,Male,East,Basic,Paypal,34.0,128,1.0,65.96,1
12834,Male,North,Basic,Paypal,21.0,149,2.0,0.0,1
12835,Male,East,Basic,Credit card,38.0,58,2.0,0.0,1
12836,Unknown,East,Basic,,17.0,36,0.0,6.35,1
12837,Unknown,South,Basic,E-wallet,30.0,150,3.0,20.04,1
12838,Male,West,Basic,E-wallet,35.0,160,2.0,58.2,0
12839,Female,North,Pro,Paypal,,112,0.0,148.44,0
12840,Male,East,Pro,Paypal,37.0,149,1.0,57.81,1
12841,Male,East,Plus,Crypto,35.0,126,3.0,226.08,0
12842,Female,North,Basic,Crypto,33.0,117,1.0,0.0,1
12843,Unknown,South,Plus,E-wallet,20.0,139,1.0,185.52,1
12844,Unknown,North,Basic,Crypto,34.0,111,3.0,80.1,0
12845,Female,South,Plus,Credit card,35.0,145,1.0,119.56,1
12846,Male,East,Basic,Paypal,24.0,124,1.0,0.0,1
12847,Female,West,Basic,E-wallet,22.0,99,3.0,,0
12848,Male,South,Basic,E-wallet,29.0,0,4.0,73.74,1
12849,Female,South,Basic,Credit card,34.0,120,0.0,22.93,1
12850,Male,North,Plus,Crypto,29.0,88,1.0,195.0,1
12851,Female,East,Pro,Crypto,,19,2.0,111.87,1
12852,Male,West,Plus,Paypal,,16,1.0,101.21,1
12853,Male,North,Pro,Credit card,39.0,176,1.0,85.14,1
12854,Unknown,North,Basic,E-wallet,35.0,149,1.0,69.87,1
12855,Male,West,Basic,Credit card,28.0,113,2.0,0.0,1
12856,Female,East,Plus,E-wallet,39.0,160,0.0,130.95,1
12857,Male,West,Pro,Credit card,32.0,25,2.0,130.78,0
12858,Male,North,Pro,Crypto,22.0,26,1.0,78.44,0
12859,Male,North,Basic,E-wallet,44.0,161,2.0,47.58,1
12860,Male,South,Pro,Paypal,37.0,86,0.0,14.88,1
12861,Non-Binary,West,Plus,Credit card,,79,1.0,,0
12862,Male,West,Basic,Crypto,18.0,179,1.0,0.94,1
12863,Unknown,West,Basic,E-wallet,26.0,54,1.0,0.0,1
12864,Female,North,Basic,Crypto,,60,1.0,20.15,0
12865,Female,East,Pro,Credit card,18.0,177,1.0,117.86,1
12866,Female,North,Basic,Paypal,,13,2.0,66.74,0
12867,Female,South,Basic,Paypal,33.0,125,2.0,27.53,1
12868,Female,North,Basic,Credit card,37.0,108,3.0,,0
12869,Male,North,Pro,E-wallet,19.0,121,1.0,24.76,1
12870,Male,North,Basic,,35.0,50,2.0,52.97,1
12871,Non-Binary,South,Basic,Crypto,17.0,112,4.0,25.99,1
12872,Unknown,West,Plus,E-wallet,34.0,154,1.0,151.77,1
12873,Non-Binary,East,Plus,Credit card,27.0,167,3.0,144.91,1
12874,Female,East,Basic,Crypto,,67,1.0,64.47,1
12875,Female,South,Pro,Crypto,42.0,8,2.0,112.45,0
12876,Female,West,Pro,Credit card,31.0,38,1.0,123.91,0
12877,Female,West,Basic,Crypto,38.0,142,1.0,58.48,1
12878,Male,South,Basic,E-wallet,,88,1.0,14.51,1
12879,Female,North,Basic,E-wallet,46.0,17,2.0,9.28,1
12880,Male,West,Basic,Credit card,21.0,51,0.0,24.1,0
12881,Male,East,Basic,Credit card,43.0,36,1.0,26.58,0
12882,Non-Binary,South,Plus,E-wallet,34.0,79,2.0,190.57,1
12883,Male,East,Basic,Credit card,,139,0.0,27.59,0
12884,Male,North,Pro,E-wallet,22.0,152,0.0,80.01,1
12885,Male,South,Basic,E-wallet,40.0,78,1.0,44.82,1
12886,Unknown,East,Pro,E-wallet,24.0,24,0.0,103.2,0
12887,Female,East,Basic,Crypto,,148,1.0,0.0,1
12888,Female,North,Pro,Credit card,,121,2.0,68.8,1
12889,Non-Binary,South,Pro,Crypto,,87,0.0,,1
12890,Non-Binary,West,Pro,Credit card,47.0,134,1.0,59.63,1
12891,Male,West,Basic,Paypal,26.0,176,1.0,76.02,1
12892,Female,East,Pro,Crypto,41.0,38,1.0,114.05,1
12893,Female,North,Plus,Crypto,22.0,74,1.0,184.86,1
12894,Female,East,Pro,Crypto,31.0,96,2.0,114.93,1
12895,Male,North,Basic,,51.0,48,0.0,0.0,1
12896,Non-Binary,West,Pro,,27.0,161,3.0,76.14,1
12897,Female,East,Basic,Paypal,45.0,143,0.0,36.98,1
12898,Male,East,Plus,Credit card,44.0,95,1.0,124.5,1
12899,Female,North,Pro,Credit card,44.0,142,2.0,21.57,1
12900,Male,South,Basic,Credit card,21.0,39,3.0,18.35,1
12901,Male,North,Basic,Credit card,39.0,6,2.0,55.24,0
12902,Female,South,Basic,Credit card,32.0,100,1.0,66.18,1
12903,Male,West,Plus,Paypal,44.0,39,2.0,105.55,0
12904,Female,East,Basic,Crypto,17.0,69,1.0,42.39,1
12905,Female,East,Basic,Paypal,37.0,102,2.0,0.0,1
12906,Male,North,Plus,Crypto,36.0,91,0.0,172.99,0
12907,Unknown,North,Basic,,14.0,21,1.0,0.0,1
12908,Male,West,Basic,,25.0,100,-1.0,51.66,1
12909,Male,West,Pro,,15.0,132,1.0,96.4,1
12910,Male,South,Basic,Paypal,26.0,145,1.0,96.99,1
12911,Male,West,Basic,E-wallet,39.0,10,3.0,28.82,1
12912,Male,West,Basic,Credit card,35.0,118,2.0,47.01,1
12913,Female,West,Pro,Credit card,35.0,7,3.0,110.05,1
12914,Unknown,West,Plus,Crypto,23.0,19,2.0,140.8,1
12915,Male,South,Basic,Credit card,45.0,58,2.0,73.85,1
12916,Female,West,Basic,,,90,3.0,,1
12917,Female,South,Basic,E-wallet,34.0,152,1.0,19.84,0
12918,Non-Binary,North,Plus,Paypal,43.0,114,4.0,,1
12919,Female,East,Basic,Credit card,24.0,18,1.0,0.0,1
12920,Male,North,Plus,Credit card,36.0,124,0.0,248.69,1
12921,Male,West,Basic,Paypal,38.0,129,2.0,72.36,1
12922,Female,East,Plus,E-wallet,28.0,105,6.0,167.75,1
12923,Non-Binary,West,Pro,E-wallet,40.0,65,1.0,119.16,0
12924,Male,West,Pro,Credit card,38.0,6,3.0,38.72,1
12925,Male,North,Basic,Crypto,32.0,50,1.0,,0
12926,Unknown,West,Pro,Paypal,32.0,94,6.0,93.28,1
12927,Non-Binary,North,Basic,E-wallet,39.0,160,3.0,18.18,1
12928,Unknown,West,Basic,Credit card,41.0,74,-1.0,34.22,1
12929,Female,South,Basic,E-wallet,34.0,103,2.0,0.0,1
12930,Male,East,Plus,Credit card,45.0,12,0.0,128.54,0
12931,Female,North,Pro,Paypal,40.0,137,4.0,34.81,1
12932,Female,North,Pro,Crypto,16.0,112,1.0,92.56,1
12933,Male,East,Pro,Paypal,19.0,58,4.0,90.63,0
12934,Female,North,Basic,E-wallet,45.0,37,1.0,0.0,0
12935,Female,East,Plus,E-wallet,31.0,19,3.0,98.45,1
12936,Male,South,Pro,E-wallet,35.0,13,1.0,123.31,0
12937,Female,West,Pro,Crypto,45.0,39,1.0,111.86,1
12938,Female,South,Basic,Paypal,33.0,134,4.0,13.89,1
12939,Unknown,West,Plus,Credit card,34.0,5,2.0,195.21,0
12940,Male,East,Plus,Paypal,25.0,167,2.0,92.33,1
12941,Male,South,Pro,Paypal,37.0,8,4.0,122.41,0
12942,Female,West,Basic,Crypto,39.0,105,0.0,0.0,0
12943,Male,East,Pro,Paypal,28.0,64,3.0,,1
12944,Female,West,Pro,E-wallet,24.0,147,2.0,124.18,1
12945,Female,North,Basic,Crypto,60.0,133,1.0,,1
12946,Male,North,Basic,E-wallet,33.0,95,1.0,77.2,1
